,invoice_number,stock_code,description,quantity,invoice_datetime,invoice_date,invoice_time,unit_price,customer_id,country
128,536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2010-12-01 09:41:00,2010-12-01,09:41:00,0.85,15311.0,United Kingdom
129,536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2010-12-01 09:41:00,2010-12-01,09:41:00,1.45,15311.0,United Kingdom
130,536381,21533,RETROSPOT LARGE MILK JUG,1,2010-12-01 09:41:00,2010-12-01,09:41:00,4.95,15311.0,United Kingdom
131,536381,21557,SET OF 6 FUNKY BEAKERS,2,2010-12-01 09:41:00,2010-12-01,09:41:00,2.95,15311.0,United Kingdom
132,536381,15056BL,EDWARDIAN PARASOL BLACK,2,2010-12-01 09:41:00,2010-12-01,09:41:00,5.95,15311.0,United Kingdom
133,536381,15056N,EDWARDIAN PARASOL NATURAL,2,2010-12-01 09:41:00,2010-12-01,09:41:00,5.95,15311.0,United Kingdom
134,536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-12-01 09:41:00,2010-12-01,09:41:00,1.45,15311.0,United Kingdom
135,536381,22176,BLUE OWL SOFT TOY,1,2010-12-01 09:41:00,2010-12-01,09:41:00,2.95,15311.0,United Kingdom
136,536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,2010-12-01 09:41:00,2010-12-01,09:41:00,1.95,15311.0,United Kingdom
137,536381,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2010-12-01 09:41:00,2010-12-01,09:41:00,1.65,15311.0,United Kingdom
138,536381,22778,GLASS CLOCHE SMALL,3,2010-12-01 09:41:00,2010-12-01,09:41:00,3.95,15311.0,United Kingdom
139,536381,22719,GUMBALL MONOCHROME COAT RACK,36,2010-12-01 09:41:00,2010-12-01,09:41:00,1.06,15311.0,United Kingdom
140,536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2010-12-01 09:41:00,2010-12-01,09:41:00,6.75,15311.0,United Kingdom
211,536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2010-12-01 10:19:00,2010-12-01,10:19:00,8.5,17511.0,United Kingdom
212,536390,22960,JAM MAKING SET WITH JARS,12,2010-12-01 10:19:00,2010-12-01,10:19:00,3.75,17511.0,United Kingdom
213,536390,22961,JAM MAKING SET PRINTED,12,2010-12-01 10:19:00,2010-12-01,10:19:00,1.45,17511.0,United Kingdom
214,536390,22962,JAM JAR WITH PINK LID,48,2010-12-01 10:19:00,2010-12-01,10:19:00,0.72,17511.0,United Kingdom
215,536390,22963,JAM JAR WITH GREEN LID,48,2010-12-01 10:19:00,2010-12-01,10:19:00,0.72,17511.0,United Kingdom
216,536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,2010-12-01 10:19:00,2010-12-01,10:19:00,8.5,17511.0,United Kingdom
217,536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2010-12-01 10:19:00,2010-12-01,10:19:00,0.64,17511.0,United Kingdom
218,536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-01 10:19:00,2010-12-01,10:19:00,2.55,17511.0,United Kingdom
219,536390,20668,DISCO BALL CHRISTMAS DECORATION,288,2010-12-01 10:19:00,2010-12-01,10:19:00,0.1,17511.0,United Kingdom
220,536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2010-12-01 10:19:00,2010-12-01,10:19:00,2.55,17511.0,United Kingdom
221,536390,22197,SMALL POPCORN HOLDER,100,2010-12-01 10:19:00,2010-12-01,10:19:00,0.72,17511.0,United Kingdom
222,536390,22198,LARGE POPCORN HOLDER ,50,2010-12-01 10:19:00,2010-12-01,10:19:00,1.45,17511.0,United Kingdom
223,536390,21533,RETROSPOT LARGE MILK JUG,12,2010-12-01 10:19:00,2010-12-01,10:19:00,4.25,17511.0,United Kingdom
224,536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2010-12-01 10:19:00,2010-12-01,10:19:00,0.64,17511.0,United Kingdom
225,536390,21094,SET/6 RED SPOTTY PAPER PLATES,96,2010-12-01 10:19:00,2010-12-01,10:19:00,0.64,17511.0,United Kingdom
226,536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,2010-12-01 10:19:00,2010-12-01,10:19:00,0.65,17511.0,United Kingdom
227,536390,21786,POLKADOT RAIN HAT ,144,2010-12-01 10:19:00,2010-12-01,10:19:00,0.32,17511.0,United Kingdom
228,536390,22654,DELUXE SEWING KIT ,40,2010-12-01 10:19:00,2010-12-01,10:19:00,4.95,17511.0,United Kingdom
229,536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2010-12-01 10:19:00,2010-12-01,10:19:00,4.25,17511.0,United Kingdom
230,536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2010-12-01 10:19:00,2010-12-01,10:19:00,3.39,17511.0,United Kingdom
231,536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,2010-12-01 10:19:00,2010-12-01,10:19:00,3.75,17511.0,United Kingdom
232,536390,22174,PHOTO CUBE,48,2010-12-01 10:19:00,2010-12-01,10:19:00,1.48,17511.0,United Kingdom
233,536390,22969,HOMEMADE JAM SCENTED CANDLES,96,2010-12-01 10:19:00,2010-12-01,10:19:00,1.25,17511.0,United Kingdom
234,536390,85099B,JUMBO BAG RED RETROSPOT,100,2010-12-01 10:19:00,2010-12-01,10:19:00,1.65,17511.0,United Kingdom
253,536394,21506,"FANCY FONT BIRTHDAY CARD, ",24,2010-12-01 10:39:00,2010-12-01,10:39:00,0.42,13408.0,United Kingdom
254,536394,22633,HAND WARMER UNION JACK,96,2010-12-01 10:39:00,2010-12-01,10:39:00,1.85,13408.0,United Kingdom
255,536394,22866,HAND WARMER SCOTTY DOG DESIGN,96,2010-12-01 10:39:00,2010-12-01,10:39:00,1.85,13408.0,United Kingdom
256,536394,22865,HAND WARMER OWL DESIGN,96,2010-12-01 10:39:00,2010-12-01,10:39:00,1.85,13408.0,United Kingdom
257,536394,22632,HAND WARMER RED RETROSPOT,96,2010-12-01 10:39:00,2010-12-01,10:39:00,1.85,13408.0,United Kingdom
258,536394,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2010-12-01 10:39:00,2010-12-01,10:39:00,4.95,13408.0,United Kingdom
259,536394,22349,DOG BOWL CHASING BALL DESIGN,12,2010-12-01 10:39:00,2010-12-01,10:39:00,3.75,13408.0,United Kingdom
260,536394,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,2010-12-01 10:39:00,2010-12-01,10:39:00,1.25,13408.0,United Kingdom
261,536394,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-12-01 10:39:00,2010-12-01,10:39:00,2.1,13408.0,United Kingdom
262,536394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-01 10:39:00,2010-12-01,10:39:00,2.55,13408.0,United Kingdom
263,536394,22652,TRAVEL SEWING KIT,20,2010-12-01 10:39:00,2010-12-01,10:39:00,1.65,13408.0,United Kingdom
264,536395,22188,BLACK HEART CARD HOLDER,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.95,13767.0,United Kingdom
265,536395,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-12-01 10:47:00,2010-12-01,10:47:00,1.69,13767.0,United Kingdom
266,536395,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-01 10:47:00,2010-12-01,10:47:00,0.55,13767.0,United Kingdom
267,536395,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-01 10:47:00,2010-12-01,10:47:00,0.55,13767.0,United Kingdom
268,536395,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-01 10:47:00,2010-12-01,10:47:00,0.55,13767.0,United Kingdom
269,536395,21484,CHICK GREY HOT WATER BOTTLE,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.45,13767.0,United Kingdom
270,536395,21314,SMALL GLASS HEART TRINKET POT,8,2010-12-01 10:47:00,2010-12-01,10:47:00,2.1,13767.0,United Kingdom
271,536395,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-12-01 10:47:00,2010-12-01,10:47:00,3.75,13767.0,United Kingdom
272,536395,22727,ALARM CLOCK BAKELIKE RED ,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.75,13767.0,United Kingdom
273,536395,22729,ALARM CLOCK BAKELIKE ORANGE,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.75,13767.0,United Kingdom
274,536395,22726,ALARM CLOCK BAKELIKE GREEN,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.75,13767.0,United Kingdom
275,536395,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-01 10:47:00,2010-12-01,10:47:00,3.95,13767.0,United Kingdom
276,536395,22867,HAND WARMER BIRD DESIGN,48,2010-12-01 10:47:00,2010-12-01,10:47:00,2.1,13767.0,United Kingdom
277,536395,22866,HAND WARMER SCOTTY DOG DESIGN,48,2010-12-01 10:47:00,2010-12-01,10:47:00,2.1,13767.0,United Kingdom
541,536412,20728,LUNCH BAG CARS BLUE,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
542,536412,22382,LUNCH BAG SPACEBOY DESIGN ,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
543,536412,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
544,536412,22662,LUNCH BAG DOLLY GIRL DESIGN,4,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
545,536412,22383,LUNCH BAG SUKI  DESIGN ,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
546,536412,20727,LUNCH BAG  BLACK SKULL.,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
547,536412,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
548,536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
549,536412,22630,DOLLY GIRL LUNCH BOX,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.95,17920.0,United Kingdom
550,536412,22629,SPACEBOY LUNCH BOX ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.95,17920.0,United Kingdom
551,536412,21245,GREEN POLKADOT PLATE ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.69,17920.0,United Kingdom
552,536412,21244,BLUE POLKADOT PLATE ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.69,17920.0,United Kingdom
553,536412,21242,RED RETROSPOT PLATE ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.69,17920.0,United Kingdom
554,536412,21243,PINK  POLKADOT PLATE ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.69,17920.0,United Kingdom
556,536412,22273,FELTCRAFT DOLL MOLLY,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
557,536412,22940,FELTCRAFT CHRISTMAS FAIRY,3,2010-12-01 11:49:00,2010-12-01,11:49:00,4.25,17920.0,United Kingdom
558,536412,22652,TRAVEL SEWING KIT,5,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
559,536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
560,536412,21880,RED RETROSPOT TAPE,10,2010-12-01 11:49:00,2010-12-01,11:49:00,0.65,17920.0,United Kingdom
561,536412,21738,COSY SLIPPER SHOES SMALL  RED ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
562,536412,22077,6 RIBBONS RUSTIC CHARM,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
563,536412,85049E,SCANDINAVIAN REDS RIBBONS,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.25,17920.0,United Kingdom
564,536412,22961,JAM MAKING SET PRINTED,24,2010-12-01 11:49:00,2010-12-01,11:49:00,1.45,17920.0,United Kingdom
565,536412,21448,12 DAISY PEGS IN WOOD BOX,2,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
566,536412,22837,HOT WATER BOTTLE BABUSHKA ,3,2010-12-01 11:49:00,2010-12-01,11:49:00,4.65,17920.0,United Kingdom
567,536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
568,536412,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-01 11:49:00,2010-12-01,11:49:00,4.25,17920.0,United Kingdom
569,536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
570,536412,22077,6 RIBBONS RUSTIC CHARM,2,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
571,536412,21738,COSY SLIPPER SHOES SMALL  RED ,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
572,536412,85049E,SCANDINAVIAN REDS RIBBONS,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.25,17920.0,United Kingdom
573,536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,6,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
574,536412,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.1,17920.0,United Kingdom
575,536412,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.1,17920.0,United Kingdom
576,536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
577,536412,22077,6 RIBBONS RUSTIC CHARM,7,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
578,536412,21448,12 DAISY PEGS IN WOOD BOX,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
579,536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
580,536412,22242,5 HOOK HANGER MAGIC TOADSTOOL,5,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
581,536412,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-12-01 11:49:00,2010-12-01,11:49:00,1.25,17920.0,United Kingdom
582,536412,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
583,536412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
584,536412,21739,COSY SLIPPER SHOES SMALL GREEN,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
585,536412,21738,COSY SLIPPER SHOES SMALL  RED ,5,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
586,536412,22271,FELTCRAFT DOLL ROSIE,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
588,536412,22274,FELTCRAFT DOLL EMILY,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
590,536412,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
591,536412,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-01 11:49:00,2010-12-01,11:49:00,0.95,17920.0,United Kingdom
592,536412,22273,FELTCRAFT DOLL MOLLY,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
593,536412,22568,FELTCRAFT CUSHION OWL,3,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
595,536412,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.1,17920.0,United Kingdom
596,536412,22570,FELTCRAFT CUSHION RABBIT,3,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
597,536412,22569,FELTCRAFT CUSHION BUTTERFLY,2,2010-12-01 11:49:00,2010-12-01,11:49:00,3.75,17920.0,United Kingdom
599,536412,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
602,536412,22968,ROSE COTTAGE KEEPSAKE BOX ,4,2010-12-01 11:49:00,2010-12-01,11:49:00,9.95,17920.0,United Kingdom
603,536412,22902,TOTE BAG I LOVE LONDON,7,2010-12-01 11:49:00,2010-12-01,11:49:00,2.1,17920.0,United Kingdom
606,536412,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,2010-12-01 11:49:00,2010-12-01,11:49:00,4.95,17920.0,United Kingdom
607,536412,21708,FOLDING UMBRELLA CREAM POLKADOT,1,2010-12-01 11:49:00,2010-12-01,11:49:00,4.95,17920.0,United Kingdom
608,536412,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2010-12-01 11:49:00,2010-12-01,11:49:00,4.95,17920.0,United Kingdom
609,536412,22179,SET 10 LIGHTS NIGHT OWL,2,2010-12-01 11:49:00,2010-12-01,11:49:00,6.75,17920.0,United Kingdom
610,536412,22197,SMALL POPCORN HOLDER,5,2010-12-01 11:49:00,2010-12-01,11:49:00,0.85,17920.0,United Kingdom
611,536412,22900, SET 2 TEA TOWELS I LOVE LONDON ,2,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
612,536412,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,2010-12-01 11:49:00,2010-12-01,11:49:00,4.95,17920.0,United Kingdom
613,536412,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-12-01 11:49:00,2010-12-01,11:49:00,6.75,17920.0,United Kingdom
614,536412,20725,LUNCH BAG RED RETROSPOT,1,2010-12-01 11:49:00,2010-12-01,11:49:00,1.65,17920.0,United Kingdom
615,536412,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2010-12-01 11:49:00,2010-12-01,11:49:00,2.95,17920.0,United Kingdom
619,536412,22988,SOLDIERS EGG CUP ,6,2010-12-01 11:49:00,2010-12-01,11:49:00,1.25,17920.0,United Kingdom
621,536412,20750,RED RETROSPOT MINI CASES,1,2010-12-01 11:49:00,2010-12-01,11:49:00,7.95,17920.0,United Kingdom
728,536437,21154,RED RETROSPOT OVEN GLOVE ,200,2010-12-01 12:12:00,2010-12-01,12:12:00,1.06,13694.0,United Kingdom
729,536437,22189,CREAM HEART CARD HOLDER,72,2010-12-01 12:12:00,2010-12-01,12:12:00,3.39,13694.0,United Kingdom
730,536437,17021,NAMASTE SWAGAT INCENSE,600,2010-12-01 12:12:00,2010-12-01,12:12:00,0.24,13694.0,United Kingdom
731,536437,22059,CERAMIC STRAWBERRY DESIGN MUG,48,2010-12-01 12:12:00,2010-12-01,12:12:00,1.25,13694.0,United Kingdom
732,536437,22188,BLACK HEART CARD HOLDER,36,2010-12-01 12:12:00,2010-12-01,12:12:00,3.39,13694.0,United Kingdom
733,536437,84678,CLASSICAL ROSE SMALL VASE,48,2010-12-01 12:12:00,2010-12-01,12:12:00,1.25,13694.0,United Kingdom
766,536460,22670,FRENCH WC SIGN BLUE METAL,12,2010-12-01 12:22:00,2010-12-01,12:22:00,1.25,14849.0,United Kingdom
767,536460,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2010-12-01 12:22:00,2010-12-01,12:22:00,2.55,14849.0,United Kingdom
768,536460,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-01 12:22:00,2010-12-01,12:22:00,0.55,14849.0,United Kingdom
769,536460,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2010-12-01 12:22:00,2010-12-01,12:22:00,1.69,14849.0,United Kingdom
770,536460,84849B,FAIRY SOAP SOAP HOLDER,12,2010-12-01 12:22:00,2010-12-01,12:22:00,1.69,14849.0,United Kingdom
771,536460,22927,GREEN GIANT GARDEN THERMOMETER,2,2010-12-01 12:22:00,2010-12-01,12:22:00,5.95,14849.0,United Kingdom
772,536460,22926,IVORY GIANT GARDEN THERMOMETER,4,2010-12-01 12:22:00,2010-12-01,12:22:00,5.95,14849.0,United Kingdom
773,536460,22925,BLUE GIANT GARDEN THERMOMETER,2,2010-12-01 12:22:00,2010-12-01,12:22:00,5.95,14849.0,United Kingdom
774,536460,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-01 12:22:00,2010-12-01,12:22:00,0.55,14849.0,United Kingdom
775,536460,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-01 12:22:00,2010-12-01,12:22:00,4.95,14849.0,United Kingdom
776,536460,21484,CHICK GREY HOT WATER BOTTLE,8,2010-12-01 12:22:00,2010-12-01,12:22:00,3.45,14849.0,United Kingdom
777,536460,21259,VICTORIAN SEWING BOX SMALL ,2,2010-12-01 12:22:00,2010-12-01,12:22:00,5.95,14849.0,United Kingdom
778,536460,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-12-01 12:22:00,2010-12-01,12:22:00,7.95,14849.0,United Kingdom
